Country,Fossil_Fuel,Year,Percentage
Hungary,Coal,2019,5 %
Hungary,Coal,2020,11 %
Hungary,Coal,2021,10 %
Hungary,Oil,1990,0 %
Hungary,Oil,1991,0 %
Hungary,Oil,1992,0 %
Hungary,Oil,1993,0 %
Hungary,Oil,1994,0 %
Hungary,Oil,1995,0 %
Hungary,Oil,1996,0 %
Hungary,Oil,1997,83 %
Hungary,Oil,1998,88 %
Hungary,Oil,1999,87 %
Hungary,Oil,2000,88 %
Hungary,Oil,2001,88 %
Hungary,Oil,2002,80 %
Hungary,Oil,2003,87 %
Hungary,Oil,2004,88 %
Hungary,Oil,2005,93 %
Hungary,Oil,2006,93 %
Hungary,Oil,2007,94 %
Hungary,Oil,2008,97 %
Hungary,Oil,2009,82 %
Hungary,Oil,2010,90 %
Hungary,Oil,2011,99 %
Hungary,Oil,2012,94 %
Hungary,Oil,2013,93 %
Hungary,Oil,2014,90 %
Hungary,Oil,2015,78 %
Hungary,Oil,2016,75 %
Hungary,Oil,2017,56 %
Hungary,Oil,2018,61 %
Hungary,Oil,2019,61 %
Hungary,Oil,2020,53 %
Hungary,Oil,2021,46 %
Hungary,Natural Gas,1990,58 %
Hungary,Natural Gas,1991,56 %
Hungary,Natural Gas,1992,53 %
Hungary,Natural Gas,1993,57 %
Hungary,Natural Gas,1994,53 %
Hungary,Natural Gas,1995,60 %
Hungary,Natural Gas,1996,71 %
Hungary,Natural Gas,1997,53 %
Hungary,Natural Gas,1998,59 %
Hungary,Natural Gas,1999,63 %
Hungary,Natural Gas,2000,67 %
Hungary,Natural Gas,2001,64 %
Hungary,Natural Gas,2002,72 %
Hungary,Natural Gas,2003,76 %
Hungary,Natural Gas,2004,64 %
Hungary,Natural Gas,2005,60 %
Hungary,Natural Gas,2006,66 %
Hungary,Natural Gas,2007,60 %
Hungary,Natural Gas,2008,69 %
Hungary,Natural Gas,2009,71 %
Hungary,Natural Gas,2010,76 %
Hungary,Natural Gas,2011,70 %
Hungary,Natural Gas,2012,79 %
Hungary,Natural Gas,2013,83 %
Hungary,Natural Gas,2014,101 %
Hungary,Natural Gas,2015,72 %
Hungary,Natural Gas,2016,75 %
Hungary,Natural Gas,2017,91 %
Hungary,Natural Gas,2018,74 %
Hungary,Natural Gas,2019,109 %
Hungary,Natural Gas,2020,72 %
Hungary,Natural Gas,2021,64 %
Iceland,Coal,1990,0 %
Iceland,Coal,1991,0 %
Iceland,Coal,1992,0 %
Iceland,Coal,1993,0 %
Iceland,Coal,1994,0 %
Iceland,Coal,1995,0 %
Iceland,Coal,1996,0 %
Iceland,Coal,1997,0 %
Iceland,Coal,1998,0 %
Iceland,Coal,1999,0 %
Iceland,Coal,2000,0 %
Iceland,Coal,2001,0 %
Iceland,Coal,2002,0 %
Iceland,Coal,2003,0 %
Iceland,Coal,2004,0 %
Iceland,Coal,2005,0 %
Iceland,Coal,2006,0 %
Iceland,Coal,2007,0 %
Iceland,Coal,2008,0 %
Iceland,Coal,2009,7 %
Iceland,Coal,2010,0 %
Iceland,Coal,2011,0 %
Iceland,Coal,2012,0 %
Iceland,Coal,2013,0 %
Iceland,Coal,2014,0 %
Iceland,Coal,2015,0 %
Iceland,Coal,2016,0 %
Iceland,Coal,2017,0 %
Iceland,Coal,2018,0 %
Iceland,Coal,2019,0 %
Iceland,Coal,2020,0 %
Iceland,Coal,2021,0 %
Iceland,Oil,1990,6 %
Iceland,Oil,1991,6 %
Iceland,Oil,1992,7 %
Iceland,Oil,1993,7 %
Iceland,Oil,1994,7 %
Iceland,Oil,1995,8 %
Iceland,Oil,1996,3 %
Iceland,Oil,1997,7 %
Iceland,Oil,1998,4 %
Iceland,Oil,1999,5 %
Iceland,Oil,2000,4 %
Iceland,Oil,2001,3 %
Iceland,Oil,2002,4 %
Iceland,Oil,2003,2 %
Iceland,Oil,2004,2 %
Iceland,Oil,2005,2 %
Iceland,Oil,2006,1 %
Iceland,Oil,2007,1 %
Iceland,Oil,2008,2 %
Iceland,Oil,2009,2 %
Iceland,Oil,2010,1 %
Iceland,Oil,2011,2 %
Iceland,Oil,2012,2 %
Iceland,Oil,2013,2 %
Iceland,Oil,2014,1 %
Iceland,Oil,2015,0 %
Iceland,Oil,2016,0 %
Iceland,Oil,2017,0 %
Iceland,Oil,2018,2 %
Iceland,Oil,2019,0 %
Iceland,Oil,2020,0 %
Iceland,Oil,2021,0 %
Iceland,Natural Gas,1990,0 %
Iceland,Natural Gas,1991,0 %
Iceland,Natural Gas,1992,0 %
Iceland,Natural Gas,1993,0 %
Iceland,Natural Gas,1994,0 %
Iceland,Natural Gas,1995,0 %
Iceland,Natural Gas,1996,0 %
Iceland,Natural Gas,1997,0 %
Iceland,Natural Gas,1998,0 %
Iceland,Natural Gas,1999,0 %
Iceland,Natural Gas,2000,0 %
Iceland,Natural Gas,2001,0 %
Iceland,Natural Gas,2002,0 %
Iceland,Natural Gas,2003,0 %
Iceland,Natural Gas,2004,0 %
Iceland,Natural Gas,2005,0 %
Iceland,Natural Gas,2006,0 %
Iceland,Natural Gas,2007,0 %
Iceland,Natural Gas,2008,0 %
Iceland,Natural Gas,2009,0 %
Iceland,Natural Gas,2010,0 %
Iceland,Natural Gas,2011,0 %
Iceland,Natural Gas,2012,0 %
Iceland,Natural Gas,2013,0 %
Iceland,Natural Gas,2014,0 %
Iceland,Natural Gas,2015,0 %
Iceland,Natural Gas,2016,0 %
Iceland,Natural Gas,2017,0 %
Iceland,Natural Gas,2018,0 %
Iceland,Natural Gas,2019,0 %
Iceland,Natural Gas,2020,0 %
Iceland,Natural Gas,2021,0 %
Ireland,Coal,1990,0 %
Ireland,Coal,1991,0 %
Ireland,Coal,1992,0 %
Ireland,Coal,1993,1 %
Ireland,Coal,1994,0 %
Ireland,Coal,1995,0 %
Ireland,Coal,1996,0 %
Ireland,Coal,1997,0 %
Ireland,Coal,1998,0 %
Ireland,Coal,1999,3 %
Ireland,Coal,2000,0 %
Ireland,Coal,2001,0 %
Ireland,Coal,2002,0 %
Ireland,Coal,2003,0 %
Ireland,Coal,2004,0 %
Ireland,Coal,2005,0 %
Ireland,Coal,2006,0 %
Ireland,Coal,2007,0 %
Ireland,Coal,2008,0 %
Ireland,Coal,2009,0 %
Ireland,Coal,2010,0 %
Ireland,Coal,2011,0 %
Ireland,Coal,2012,0 %
Ireland,Coal,2013,0 %
Ireland,Coal,2014,0 %
Ireland,Coal,2015,0 %
Ireland,Coal,2016,6 %
Ireland,Coal,2017,0 %
Ireland,Coal,2018,1 %
Ireland,Coal,2019,2 %
Ireland,Coal,2020,6 %
Ireland,Coal,2021,8 %
Ireland,Oil,1990,0 %
Ireland,Oil,1991,0 %
Ireland,Oil,1992,0 %
Ireland,Oil,1993,0 %
Ireland,Oil,1994,0 %
Ireland,Oil,1995,0 %
Ireland,Oil,1996,2 %
Ireland,Oil,1997,0 %
Ireland,Oil,1998,0 %
Ireland,Oil,1999,0 %
Ireland,Oil,2000,0 %
Ireland,Oil,2001,0 %
Ireland,Oil,2002,0 %
Ireland,Oil,2003,0 %
Ireland,Oil,2004,0 %
Ireland,Oil,2005,0 %
Ireland,Oil,2006,0 %
Ireland,Oil,2007,0 %
Ireland,Oil,2008,0 %
Ireland,Oil,2009,0 %
Ireland,Oil,2010,0 %
Ireland,Oil,2011,0 %
Ireland,Oil,2012,0 %
Ireland,Oil,2013,0 %
Ireland,Oil,2014,0 %
Ireland,Oil,2015,0 %
Ireland,Oil,2016,0 %
Ireland,Oil,2017,0 %
Ireland,Oil,2018,0 %
Ireland,Oil,2019,0 %
Ireland,Oil,2020,0 %
Ireland,Oil,2021,0 %
Ireland,Natural Gas,1990,0 %
Ireland,Natural Gas,1991,0 %
Ireland,Natural Gas,1992,0 %
Ireland,Natural Gas,1993,0 %
Ireland,Natural Gas,1994,0 %
Ireland,Natural Gas,1995,0 %
Ireland,Natural Gas,1996,0 %
Ireland,Natural Gas,1997,0 %
Ireland,Natural Gas,1998,0 %
Ireland,Natural Gas,1999,0 %
Ireland,Natural Gas,2000,0 %
Ireland,Natural Gas,2001,0 %
Ireland,Natural Gas,2002,0 %
Ireland,Natural Gas,2003,0 %
Ireland,Natural Gas,2004,0 %
Ireland,Natural Gas,2005,0 %
Ireland,Natural Gas,2006,0 %
Ireland,Natural Gas,2007,0 %
Ireland,Natural Gas,2008,0 %
Ireland,Natural Gas,2009,0 %
Ireland,Natural Gas,2010,0 %
Ireland,Natural Gas,2011,0 %
Ireland,Natural Gas,2012,0 %
Ireland,Natural Gas,2013,0 %
Ireland,Natural Gas,2014,0 %
Ireland,Natural Gas,2015,0 %
Ireland,Natural Gas,2016,0 %
Ireland,Natural Gas,2017,0 %
Ireland,Natural Gas,2018,0 %
Ireland,Natural Gas,2019,0 %
Ireland,Natural Gas,2020,0 %
Ireland,Natural Gas,2021,0 %
Israel,Coal,1990,0 %
Israel,Coal,1991,0 %
Israel,Coal,1992,0 %
Israel,Coal,1993,0 %
Israel,Coal,1994,0 %
Israel,Coal,1995,0 %
Israel,Coal,1996,0 %
Israel,Coal,1997,0 %
Israel,Coal,1998,0 %
Israel,Coal,1999,0 %
Israel,Coal,2000,0 %
Israel,Coal,2001,0 %
Israel,Coal,2002,0 %
Israel,Coal,2003,0 %
Israel,Coal,2004,0 %
Israel,Coal,2005,0 %
Israel,Coal,2006,0 %
Israel,Coal,2007,0 %
Israel,Coal,2008,0 %
Israel,Coal,2009,18 %
Israel,Coal,2010,16 %
Israel,Coal,2011,14 %
Israel,Coal,2012,20 %
Israel,Coal,2013,23 %
Israel,Coal,2014,23 %
Israel,Coal,2015,21 %
Israel,Coal,2016,28 %
Israel,Coal,2017,38 %
Israel,Coal,2018,0 %
Israel,Coal,2019,0 %
Israel,Coal,2020,0 %
Israel,Coal,2021,0 %
Israel,Oil,1990,0 %
Israel,Oil,1991,0 %
Israel,Oil,1992,0 %
Israel,Oil,1993,0 %
Israel,Oil,1994,0 %
Israel,Oil,1995,0 %
Israel,Oil,1996,0 %
Israel,Oil,1997,0 %
Israel,Oil,1998,0 %
Israel,Oil,1999,0 %
Israel,Oil,2000,0 %
Israel,Oil,2001,0 %
Israel,Oil,2002,0 %
Israel,Oil,2003,0 %
Israel,Oil,2004,0 %
Israel,Oil,2005,0 %
Israel,Oil,2006,0 %
Israel,Oil,2007,0 %
Israel,Oil,2008,0 %
Israel,Oil,2009,0 %
Israel,Oil,2010,0 %
Israel,Oil,2011,0 %
Israel,Oil,2012,0 %
Israel,Oil,2013,0 %
Israel,Oil,2014,0 %
Israel,Oil,2015,0 %
Israel,Oil,2016,0 %
Israel,Oil,2017,0 %
Israel,Oil,2018,0 %
Israel,Oil,2019,0 %
Israel,Oil,2020,0 %
Israel,Oil,2021,0 %
Israel,Natural Gas,1990,0 %
Israel,Natural Gas,1991,0 %
Israel,Natural Gas,1992,0 %
Israel,Natural Gas,1993,0 %
Israel,Natural Gas,1994,0 %
Israel,Natural Gas,1995,0 %
Israel,Natural Gas,1996,0 %
Israel,Natural Gas,1997,0 %
Israel,Natural Gas,1998,0 %
Israel,Natural Gas,1999,0 %
Israel,Natural Gas,2000,0 %
Israel,Natural Gas,2001,0 %
Israel,Natural Gas,2002,0 %
Israel,Natural Gas,2003,0 %
Israel,Natural Gas,2004,0 %
Israel,Natural Gas,2005,0 %
Israel,Natural Gas,2006,0 %
Israel,Natural Gas,2007,0 %
Israel,Natural Gas,2008,0 %
Israel,Natural Gas,2009,0 %
Israel,Natural Gas,2010,0 %
Israel,Natural Gas,2011,0 %
Israel,Natural Gas,2012,0 %
Israel,Natural Gas,2013,0 %
Israel,Natural Gas,2014,0 %
Israel,Natural Gas,2015,0 %
Israel,Natural Gas,2016,0 %
Israel,Natural Gas,2017,0 %
Israel,Natural Gas,2018,0 %
Israel,Natural Gas,2019,2 %
Israel,Natural Gas,2020,0 %
Israel,Natural Gas,2021,0 %
Italy,Coal,1990,3 %
Italy,Coal,1991,4 %
Italy,Coal,1992,8 %
Italy,Coal,1993,7 %
Italy,Coal,1994,6 %
Italy,Coal,1995,4 %
Italy,Coal,1996,3 %
Italy,Coal,1997,1 %
Italy,Coal,1998,1 %
Italy,Coal,1999,5 %
Italy,Coal,2000,5 %
Italy,Coal,2001,4 %
Italy,Coal,2002,6 %
Italy,Coal,2003,4 %
Italy,Coal,2004,7 %
Italy,Coal,2005,4 %
Italy,Coal,2006,3 %
Italy,Coal,2007,3 %
Italy,Coal,2008,4 %
Italy,Coal,2009,6 %
Italy,Coal,2010,10 %
Italy,Coal,2011,11 %
Italy,Coal,2012,12 %
Italy,Coal,2013,20 %
Italy,Coal,2014,19 %
Italy,Coal,2015,21 %
Italy,Coal,2016,25 %
Italy,Coal,2017,37 %
Italy,Coal,2018,37 %
Italy,Coal,2019,43 %
Italy,Coal,2020,49 %
Italy,Coal,2021,56 %
Italy,Oil,1990,2 %
Italy,Oil,1991,0 %
Italy,Oil,1992,0 %
Italy,Oil,1993,20 %
Italy,Oil,1994,25 %
Italy,Oil,1995,16 %
Italy,Oil,1996,13 %
Italy,Oil,1997,13 %
Italy,Oil,1998,14 %
Italy,Oil,1999,19 %
Italy,Oil,2000,20 %
Italy,Oil,2001,24 %
Italy,Oil,2002,23 %
Italy,Oil,2003,25 %
Italy,Oil,2004,27 %
Italy,Oil,2005,27 %
Italy,Oil,2006,22 %
Italy,Oil,2007,28 %
Italy,Oil,2008,23 %
Italy,Oil,2009,26 %
Italy,Oil,2010,23 %
Italy,Oil,2011,22 %
Italy,Oil,2012,24 %
Italy,Oil,2013,31 %
Italy,Oil,2014,25 %
Italy,Oil,2015,23 %
Italy,Oil,2016,20 %
Italy,Oil,2017,16 %
Italy,Oil,2018,16 %
Italy,Oil,2019,22 %
Italy,Oil,2020,17 %
Italy,Oil,2021,17 %
Italy,Natural Gas,1990,29 %
Italy,Natural Gas,1991,28 %
Italy,Natural Gas,1992,26 %
Italy,Natural Gas,1993,26 %
Italy,Natural Gas,1994,27 %
Italy,Natural Gas,1995,25 %
Italy,Natural Gas,1996,24 %
Italy,Natural Gas,1997,24 %
Italy,Natural Gas,1998,27 %
Italy,Natural Gas,1999,28 %
Italy,Natural Gas,2000,30 %
Italy,Natural Gas,2001,28 %
Italy,Natural Gas,2002,29 %
Italy,Natural Gas,2003,28 %
Italy,Natural Gas,2004,29 %
Italy,Natural Gas,2005,27 %
Italy,Natural Gas,2006,27 %
Italy,Natural Gas,2007,27 %
Italy,Natural Gas,2008,28 %
Italy,Natural Gas,2009,26 %
Italy,Natural Gas,2010,18 %
Italy,Natural Gas,2011,25 %
Italy,Natural Gas,2012,24 %
Italy,Natural Gas,2013,40 %
Italy,Natural Gas,2014,39 %
Italy,Natural Gas,2015,41 %
Italy,Natural Gas,2016,38 %
Italy,Natural Gas,2017,44 %
Italy,Natural Gas,2018,45 %
Italy,Natural Gas,2019,45 %
Italy,Natural Gas,2020,40 %
Italy,Natural Gas,2021,38 %
Japan,Coal,1990,7 %
Japan,Coal,1991,5 %
Japan,Coal,1992,4 %
Japan,Coal,1993,4 %
Japan,Coal,1994,4 %
Japan,Coal,1995,4 %
Japan,Coal,1996,4 %
Japan,Coal,1997,3 %
Japan,Coal,1998,3 %
Japan,Coal,1999,4 %
Japan,Coal,2000,4 %
Japan,Coal,2001,4 %
Japan,Coal,2002,5 %
Japan,Coal,2003,5 %
Japan,Coal,2004,5 %
Japan,Coal,2005,6 %
Japan,Coal,2006,6 %
Japan,Coal,2007,7 %
Japan,Coal,2008,6 %
Japan,Coal,2009,6 %
Japan,Coal,2010,7 %
Japan,Coal,2011,7 %
Japan,Coal,2012,8 %
Japan,Coal,2013,7 %
Japan,Coal,2014,9 %
Japan,Coal,2015,10 %
Japan,Coal,2016,10 %
Japan,Coal,2017,11 %
Japan,Coal,2018,12 %
Japan,Coal,2019,13 %
Japan,Coal,2020,14 %
Japan,Coal,2021,12 %
Japan,Oil,1990,0 %
Japan,Oil,1991,0 %
Japan,Oil,1992,0 %
Japan,Oil,1993,0 %
Japan,Oil,1994,0 %
Japan,Oil,1995,0 %
Japan,Oil,1996,0 %
Japan,Oil,1997,0 %
Japan,Oil,1998,0 %
Japan,Oil,1999,0 %
Japan,Oil,2000,0 %
Japan,Oil,2001,0 %
Japan,Oil,2002,0 %
Japan,Oil,2003,1 %
Japan,Oil,2004,1 %
Japan,Oil,2005,1 %
Japan,Oil,2006,1 %
Japan,Oil,2007,3 %
Japan,Oil,2008,4 %
Japan,Oil,2009,4 %
Japan,Oil,2010,6 %
Japan,Oil,2011,4 %
Japan,Oil,2012,5 %
Japan,Oil,2013,6 %
Japan,Oil,2014,7 %
Japan,Oil,2015,7 %
Japan,Oil,2016,5 %
Japan,Oil,2017,5 %
Japan,Oil,2018,4 %
Japan,Oil,2019,4 %
Japan,Oil,2020,3 %
Japan,Oil,2021,3 %
Japan,Natural Gas,1990,0 %
Japan,Natural Gas,1991,0 %
Japan,Natural Gas,1992,0 %
Japan,Natural Gas,1993,0 %
Japan,Natural Gas,1994,0 %
Japan,Natural Gas,1995,0 %
Japan,Natural Gas,1996,0 %
Japan,Natural Gas,1997,0 %
Japan,Natural Gas,1998,0 %
Japan,Natural Gas,1999,0 %
Japan,Natural Gas,2000,0 %
Japan,Natural Gas,2001,0 %
Japan,Natural Gas,2002,0 %
Japan,Natural Gas,2003,0 %
Japan,Natural Gas,2004,0 %
Japan,Natural Gas,2005,0 %
Japan,Natural Gas,2006,0 %
Japan,Natural Gas,2007,0 %
Japan,Natural Gas,2008,0 %
Japan,Natural Gas,2009,6 %
Japan,Natural Gas,2010,8 %
Japan,Natural Gas,2011,9 %
Japan,Natural Gas,2012,9 %
Japan,Natural Gas,2013,10 %
Japan,Natural Gas,2014,9 %
Japan,Natural Gas,2015,8 %
Japan,Natural Gas,2016,9 %
Japan,Natural Gas,2017,8 %
Japan,Natural Gas,2018,8 %
Japan,Natural Gas,2019,8 %
Japan,Natural Gas,2020,8 %
Japan,Natural Gas,2021,9 %
Korea,Coal,1990,3 %
Korea,Coal,1991,1 %
Korea,Coal,1992,1 %
Korea,Coal,1993,2 %
Korea,Coal,1994,0 %
Korea,Coal,1995,2 %
Korea,Coal,1996,2 %
Korea,Coal,1997,1 %
Korea,Coal,1998,1 %
Korea,Coal,1999,2 %
Korea,Coal,2000,4 %
Korea,Coal,2001,3 %
Korea,Coal,2002,4 %
Korea,Coal,2003,4 %
Korea,Coal,2004,6 %
Korea,Coal,2005,4 %
Korea,Coal,2006,6 %
Korea,Coal,2007,7 %
Korea,Coal,2008,7 %
Korea,Coal,2009,5 %
Korea,Coal,2010,7 %
Korea,Coal,2011,10 %
Korea,Coal,2012,11 %
Korea,Coal,2013,12 %
Korea,Coal,2014,14 %
Korea,Coal,2015,18 %
Korea,Coal,2016,20 %
Korea,Coal,2017,19 %
Korea,Coal,2018,19 %
Korea,Coal,2019,19 %
Korea,Coal,2020,21 %
Korea,Coal,2021,0 %
Korea,Oil,1990,0 %
Korea,Oil,1991,0 %
Korea,Oil,1992,0 %
Korea,Oil,1993,0 %
Korea,Oil,1994,0 %
Korea,Oil,1995,0 %
Korea,Oil,1996,0 %
Korea,Oil,1997,0 %
Korea,Oil,1998,1 %
Korea,Oil,1999,1 %
Korea,Oil,2000,2 %
Korea,Oil,2001,2 %
Korea,Oil,2002,2 %
Korea,Oil,2003,1 %
Korea,Oil,2004,1 %
Korea,Oil,2005,1 %
Korea,Oil,2006,2 %
Korea,Oil,2007,6 %
Korea,Oil,2008,4 %
Korea,Oil,2009,4 %
Korea,Oil,2010,7 %
Korea,Oil,2011,5 %
Korea,Oil,2012,4 %
Korea,Oil,2013,6 %
Korea,Oil,2014,5 %
Korea,Oil,2015,7 %
Korea,Oil,2016,5 %
Korea,Oil,2017,5 %
Korea,Oil,2018,5 %
Korea,Oil,2019,4 %
Korea,Oil,2020,6 %
Korea,Oil,2021,7 %
Korea,Natural Gas,1990,0 %
Korea,Natural Gas,1991,0 %
Korea,Natural Gas,1992,0 %
Korea,Natural Gas,1993,0 %
Korea,Natural Gas,1994,0 %
Korea,Natural Gas,1995,0 %
Korea,Natural Gas,1996,0 %
Korea,Natural Gas,1997,0 %
Korea,Natural Gas,1998,0 %
Korea,Natural Gas,1999,0 %
Korea,Natural Gas,2000,0 %
Korea,Natural Gas,2001,0 %
Korea,Natural Gas,2002,0 %
Korea,Natural Gas,2003,0 %
Korea,Natural Gas,2004,0 %
Korea,Natural Gas,2005,0 %
Korea,Natural Gas,2006,0 %
Korea,Natural Gas,2007,0 %
Korea,Natural Gas,2008,0 %
Korea,Natural Gas,2009,4 %
Korea,Natural Gas,2010,9 %
Korea,Natural Gas,2011,8 %
Korea,Natural Gas,2012,5 %
Korea,Natural Gas,2013,5 %
Korea,Natural Gas,2014,5 %
Korea,Natural Gas,2015,7 %
Korea,Natural Gas,2016,5 %
Korea,Natural Gas,2017,5 %
Korea,Natural Gas,2018,4 %
Korea,Natural Gas,2019,6 %
Korea,Natural Gas,2020,5 %
Korea,Natural Gas,2021,5 %
Latvia,Coal,1990,80 %
Latvia,Coal,1991,48 %
Latvia,Coal,1992,44 %
Latvia,Coal,1993,40 %
Latvia,Coal,1994,45 %
Latvia,Coal,1995,30 %
Latvia,Coal,1996,29 %
Latvia,Coal,1997,43 %
Latvia,Coal,1998,51 %
Latvia,Coal,1999,66 %
Latvia,Coal,2000,43 %
Latvia,Coal,2001,51 %
Latvia,Coal,2002,68 %
Latvia,Coal,2003,86 %
Latvia,Coal,2004,89 %
Latvia,Coal,2005,92 %
Latvia,Coal,2006,119 %
Latvia,Coal,2007,91 %
Latvia,Coal,2008,90 %
Latvia,Coal,2009,95 %
Latvia,Coal,2010,83 %
Latvia,Coal,2011,56 %
Latvia,Coal,2012,77 %
Latvia,Coal,2013,100 %
Latvia,Coal,2014,83 %
Latvia,Coal,2015,95 %
Latvia,Coal,2016,96 %
Latvia,Coal,2017,101 %
Latvia,Coal,2018,101 %
Latvia,Coal,2019,98 %
Latvia,Coal,2020,102 %
Latvia,Coal,2021,48 %
Latvia,Oil,1990,0 %
Latvia,Oil,1991,0 %
Latvia,Oil,1992,0 %
Latvia,Oil,1993,0 %
Latvia,Oil,1994,0 %
Latvia,Oil,1995,0 %
Latvia,Oil,1996,0 %
Latvia,Oil,1997,0 %
Latvia,Oil,1998,0 %
Latvia,Oil,1999,10 %
Latvia,Oil,2000,9 %
Latvia,Oil,2001,7 %
Latvia,Oil,2002,8 %
Latvia,Oil,2003,9 %
Latvia,Oil,2004,13 %
Latvia,Oil,2005,16 %
Latvia,Oil,2006,7 %
Latvia,Oil,2007,9 %
Latvia,Oil,2008,8 %
Latvia,Oil,2009,11 %
Latvia,Oil,2010,16 %
Latvia,Oil,2011,16 %
Latvia,Oil,2012,14 %
Latvia,Oil,2013,16 %
Latvia,Oil,2014,16 %
Latvia,Oil,2015,19 %
Latvia,Oil,2016,21 %
Latvia,Oil,2017,21 %
Latvia,Oil,2018,18 %
Latvia,Oil,2019,16 %
Latvia,Oil,2020,12 %
Latvia,Oil,2021,13 %
Latvia,Natural Gas,1990,113 %
Latvia,Natural Gas,1991,100 %
Latvia,Natural Gas,1992,124 %
Latvia,Natural Gas,1993,67 %
Latvia,Natural Gas,1994,98 %
Latvia,Natural Gas,1995,99 %
Latvia,Natural Gas,1996,100 %
Latvia,Natural Gas,1997,99 %
Latvia,Natural Gas,1998,106 %
Latvia,Natural Gas,1999,104 %
Latvia,Natural Gas,2000,102 %
Latvia,Natural Gas,2001,86 %
Latvia,Natural Gas,2002,89 %
Latvia,Natural Gas,2003,104 %
Latvia,Natural Gas,2004,130 %
Latvia,Natural Gas,2005,106 %
Latvia,Natural Gas,2006,109 %
Latvia,Natural Gas,2007,97 %
Latvia,Natural Gas,2008,82 %
Latvia,Natural Gas,2009,114 %
Latvia,Natural Gas,2010,62 %
Latvia,Natural Gas,2011,109 %
Latvia,Natural Gas,2012,114 %
Latvia,Natural Gas,2013,116 %
Latvia,Natural Gas,2014,72 %
Latvia,Natural Gas,2015,99 %
Latvia,Natural Gas,2016,83 %
Latvia,Natural Gas,2017,102 %
Latvia,Natural Gas,2018,99 %
Latvia,Natural Gas,2019,100 %
Latvia,Natural Gas,2020,100 %
Latvia,Natural Gas,2021,100 %
Lithuania,Coal,1990,24 %
Lithuania,Coal,1991,0 %
Lithuania,Coal,1992,141 %
Lithuania,Coal,1993,52 %
Lithuania,Coal,1994,107 %
Lithuania,Coal,1995,36 %
Lithuania,Coal,1996,90 %
Lithuania,Coal,1997,85 %
Lithuania,Coal,1998,85 %
Lithuania,Coal,1999,67 %
Lithuania,Coal,2000,54 %
Lithuania,Coal,2001,48 %
Lithuania,Coal,2002,63 %
Lithuania,Coal,2003,60 %
Lithuania,Coal,2004,63 %
Lithuania,Coal,2005,61 %
Lithuania,Coal,2006,60 %
Lithuania,Coal,2007,55 %
Lithuania,Coal,2008,66 %
Lithuania,Coal,2009,58 %
Lithuania,Coal,2010,79 %
Lithuania,Coal,2011,99 %
Lithuania,Coal,2012,85 %
Lithuania,Coal,2013,97 %
Lithuania,Coal,2014,82 %
Lithuania,Coal,2015,78 %
Lithuania,Coal,2016,76 %
Lithuania,Coal,2017,87 %
Lithuania,Coal,2018,78 %
Lithuania,Coal,2019,91 %
Lithuania,Coal,2020,72 %
Lithuania,Coal,2021,78 %
Lithuania,Oil,1990,0 %
Lithuania,Oil,1991,0 %
Lithuania,Oil,1992,0 %
Lithuania,Oil,1993,0 %
Lithuania,Oil,1994,0 %
Lithuania,Oil,1995,0 %
Lithuania,Oil,1996,0 %
Lithuania,Oil,1997,0 %
Lithuania,Oil,1998,0 %
Lithuania,Oil,1999,160 %
Lithuania,Oil,2000,229 %
Lithuania,Oil,2001,258 %
Lithuania,Oil,2002,258 %
Lithuania,Oil,2003,311 %
Lithuania,Oil,2004,329 %
Lithuania,Oil,2005,337 %
Lithuania,Oil,2006,315 %
Lithuania,Oil,2007,207 %
Lithuania,Oil,2008,308 %
Lithuania,Oil,2009,337 %
Lithuania,Oil,2010,358 %
Lithuania,Oil,2011,364 %
Lithuania,Oil,2012,345 %
Lithuania,Oil,2013,368 %
Lithuania,Oil,2014,277 %
Lithuania,Oil,2015,295 %
Lithuania,Oil,2016,306 %
Lithuania,Oil,2017,243 %
Lithuania,Oil,2018,230 %
Lithuania,Oil,2019,270 %
Lithuania,Oil,2020,213 %
Lithuania,Oil,2021,236 %
Lithuania,Natural Gas,1990,103 %
Lithuania,Natural Gas,1991,100 %
Lithuania,Natural Gas,1992,100 %
Lithuania,Natural Gas,1993,100 %
Lithuania,Natural Gas,1994,100 %
Lithuania,Natural Gas,1995,100 %
Lithuania,Natural Gas,1996,100 %
Lithuania,Natural Gas,1997,100 %
Lithuania,Natural Gas,1998,100 %
Lithuania,Natural Gas,1999,101 %
Lithuania,Natural Gas,2000,100 %
Lithuania,Natural Gas,2001,100 %
Lithuania,Natural Gas,2002,100 %
Lithuania,Natural Gas,2003,100 %
Lithuania,Natural Gas,2004,100 %
Lithuania,Natural Gas,2005,101 %
Lithuania,Natural Gas,2006,101 %
Lithuania,Natural Gas,2007,103 %
Lithuania,Natural Gas,2008,96 %
Lithuania,Natural Gas,2009,100 %
Lithuania,Natural Gas,2010,100 %
Lithuania,Natural Gas,2011,100 %
Lithuania,Natural Gas,2012,100 %
Lithuania,Natural Gas,2013,100 %
Lithuania,Natural Gas,2014,99 %
Lithuania,Natural Gas,2015,86 %
Lithuania,Natural Gas,2016,39 %
Lithuania,Natural Gas,2017,58 %
Lithuania,Natural Gas,2018,61 %
Lithuania,Natural Gas,2019,53 %
Lithuania,Natural Gas,2020,50 %
Lithuania,Natural Gas,2021,43 %
Luxembourg,Coal,1990,0 %
Luxembourg,Coal,1991,0 %
